Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Uruguay,Money Supply M1,2016-01-31T00:00:00,121690,Monthly,URUGUAYMONSUPM1,2016-02-25T20:09:00
Uruguay,Money Supply M1,2016-02-29T00:00:00,119706,Monthly,URUGUAYMONSUPM1,2016-04-05T17:09:00
Uruguay,Money Supply M1,2016-03-31T00:00:00,117416,Monthly,URUGUAYMONSUPM1,2016-04-23T10:29:00
Uruguay,Money Supply M1,2016-04-30T00:00:00,115755,Monthly,URUGUAYMONSUPM1,2016-05-28T21:28:00
Uruguay,Money Supply M1,2016-05-31T00:00:00,114296,Monthly,URUGUAYMONSUPM1,2016-06-25T10:28:00
Uruguay,Money Supply M1,2016-06-30T00:00:00,119596,Monthly,URUGUAYMONSUPM1,2016-07-23T10:26:00
Uruguay,Money Supply M1,2016-07-31T00:00:00,117578,Monthly,URUGUAYMONSUPM1,2016-08-20T10:47:00
Uruguay,Money Supply M1,2016-08-31T00:00:00,116412,Monthly,URUGUAYMONSUPM1,2016-09-24T10:46:00
Uruguay,Money Supply M1,2016-09-30T00:00:00,115308,Monthly,URUGUAYMONSUPM1,2016-10-27T17:40:00
Uruguay,Money Supply M1,2016-10-31T00:00:00,118633,Monthly,URUGUAYMONSUPM1,2016-11-23T10:35:00
Uruguay,Money Supply M1,2016-11-30T00:00:00,121921,Monthly,URUGUAYMONSUPM1,2017-01-08T20:03:00
Uruguay,Money Supply M1,2016-12-31T00:00:00,132515,Monthly,URUGUAYMONSUPM1,2017-01-28T10:12:00
Uruguay,Money Supply M1,2017-01-31T00:00:00,129397,Monthly,URUGUAYMONSUPM1,2017-02-25T10:08:00
Uruguay,Money Supply M1,2017-02-28T00:00:00,132891,Monthly,URUGUAYMONSUPM1,2017-03-25T10:13:00
Uruguay,Money Supply M1,2017-03-31T00:00:00,133399,Monthly,URUGUAYMONSUPM1,2017-04-29T10:12:00
Uruguay,Money Supply M1,2017-04-30T00:00:00,129144,Monthly,URUGUAYMONSUPM1,2017-05-26T15:10:00
