Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Uruguay,Money Supply M0,2016-01-31T00:00:00,45527,Monthly,URUGUAYMONSUPM0,2016-02-25T20:09:00
Uruguay,Money Supply M0,2016-02-29T00:00:00,45346,Monthly,URUGUAYMONSUPM0,2016-04-05T17:09:00
Uruguay,Money Supply M0,2016-03-31T00:00:00,44143,Monthly,URUGUAYMONSUPM0,2016-04-23T10:29:00
Uruguay,Money Supply M0,2016-04-30T00:00:00,44282,Monthly,URUGUAYMONSUPM0,2016-05-28T21:28:00
Uruguay,Money Supply M0,2016-05-31T00:00:00,43315,Monthly,URUGUAYMONSUPM0,2016-06-25T10:28:00
Uruguay,Money Supply M0,2016-06-30T00:00:00,46849,Monthly,URUGUAYMONSUPM0,2016-07-23T10:26:00
Uruguay,Money Supply M0,2016-07-31T00:00:00,45463,Monthly,URUGUAYMONSUPM0,2016-08-20T10:47:00
Uruguay,Money Supply M0,2016-08-31T00:00:00,44431,Monthly,URUGUAYMONSUPM0,2016-09-24T10:46:00
Uruguay,Money Supply M0,2016-09-30T00:00:00,44972,Monthly,URUGUAYMONSUPM0,2016-10-27T17:40:00
Uruguay,Money Supply M0,2016-10-31T00:00:00,44948,Monthly,URUGUAYMONSUPM0,2016-11-23T10:34:00
Uruguay,Money Supply M0,2016-11-30T00:00:00,44904,Monthly,URUGUAYMONSUPM0,2017-01-08T20:01:00
Uruguay,Money Supply M0,2016-12-31T00:00:00,52241,Monthly,URUGUAYMONSUPM0,2017-01-28T10:09:00
Uruguay,Money Supply M0,2017-01-31T00:00:00,47548,Monthly,URUGUAYMONSUPM0,2017-02-25T10:06:00
Uruguay,Money Supply M0,2017-02-28T00:00:00,49618,Monthly,URUGUAYMONSUPM0,2017-03-25T10:09:00
Uruguay,Money Supply M0,2017-03-31T00:00:00,49661,Monthly,URUGUAYMONSUPM0,2017-04-29T10:08:00
Uruguay,Money Supply M0,2017-04-30T00:00:00,47813,Monthly,URUGUAYMONSUPM0,2017-05-26T15:10:00
Uruguay,Money Supply M0,2017-05-31T00:00:00,46108,Monthly,URUGUAYMONSUPM0,2017-06-24T10:09:00
Uruguay,Money Supply M0,2017-06-30T00:00:00,50220,Monthly,URUGUAYMONSUPM0,2017-08-19T10:07:00
Uruguay,Money Supply M0,2017-07-31T00:00:00,49199,Monthly,URUGUAYMONSUPM0,2017-08-26T10:09:00
Uruguay,Money Supply M0,2017-08-31T00:00:00,48499,Monthly,URUGUAYMONSUPM0,2017-09-30T10:09:00
Uruguay,Money Supply M0,2017-09-30T00:00:00,49038,Monthly,URUGUAYMONSUPM0,2017-10-28T10:08:00
Uruguay,Money Supply M0,2017-10-31T00:00:00,49418,Monthly,URUGUAYMONSUPM0,2017-11-25T10:10:00
Uruguay,Money Supply M0,2017-11-30T00:00:00,49530,Monthly,URUGUAYMONSUPM0,2017-12-30T10:08:00
Uruguay,Money Supply M0,2017-12-31T00:00:00,56375,Monthly,URUGUAYMONSUPM0,2018-01-27T10:08:00
Uruguay,Money Supply M0,2018-01-31T00:00:00,50755,Monthly,URUGUAYMONSUPM0,2018-02-24T10:12:00
Uruguay,Money Supply M0,2018-02-28T00:00:00,51140,Monthly,URUGUAYMONSUPM0,2018-03-24T10:09:00
Uruguay,Money Supply M0,2018-03-31T00:00:00,51385,Monthly,URUGUAYMONSUPM0,2018-04-21T10:10:00
Uruguay,Money Supply M0,2018-04-30T00:00:00,50114,Monthly,URUGUAYMONSUPM0,2018-05-26T10:10:00
Uruguay,Money Supply M0,2018-05-31T00:00:00,49486,Monthly,URUGUAYMONSUPM0,2018-06-23T10:10:00
Uruguay,Money Supply M0,2018-06-30T00:00:00,53366,Monthly,URUGUAYMONSUPM0,2018-07-28T10:10:00
Uruguay,Money Supply M0,2018-07-31T00:00:00,52244,Monthly,URUGUAYMONSUPM0,2018-08-25T10:08:00
Uruguay,Money Supply M0,2018-08-31T00:00:00,52248,Monthly,URUGUAYMONSUPM0,2018-09-29T10:10:00
Uruguay,Money Supply M0,2018-09-30T00:00:00,52536,Monthly,URUGUAYMONSUPM0,2018-11-03T10:09:00
Uruguay,Money Supply M0,2018-10-31T00:00:00,52279,Monthly,URUGUAYMONSUPM0,2018-12-01T10:10:00
